,house_lat,house_long,distance (m),duration (s),travel_mode
116,41.140582894587105,-8.614647448494276,3999,3333,walking
117,41.140582894587105,-8.614647448494276,1308,1216,walking
118,41.140582894587105,-8.614647448494276,3448,2953,walking
119,41.142145919582674,-8.61374925523519,1541,1392,walking
120,41.142145919582674,-8.61374925523519,3204,2689,walking
121,41.142145919582674,-8.61374925523519,2196,1635,walking
122,41.142145919582674,-8.61374925523519,2598,2145,walking
123,41.142145919582674,-8.61374925523519,2685,2173,walking
124,41.142145919582674,-8.61374925523519,4887,3802,walking
125,41.142145919582674,-8.61374925523519,3097,2649,walking
126,41.142145919582674,-8.61374925523519,1944,1762,walking
127,41.142145919582674,-8.61374925523519,3179,2669,walking
128,41.142145919582674,-8.61374925523519,2843,2273,walking
129,41.142145919582674,-8.61374925523519,2957,2378,walking
130,41.142145919582674,-8.61374925523519,1134,1022,walking
131,41.142145919582674,-8.61374925523519,1323,1183,walking
132,41.142145919582674,-8.61374925523519,846,761,walking
133,41.142145919582674,-8.61374925523519,3825,3166,walking
134,41.142145919582674,-8.61374925523519,1115,1066,walking
135,41.142145919582674,-8.61374925523519,3274,2786,walking
136,41.14214101346732,-8.613394163295458,1568,1419,walking
137,41.14214101346732,-8.613394163295458,3231,2716,walking
138,41.14214101346732,-8.613394163295458,2220,1665,walking
139,41.14214101346732,-8.613394163295458,2625,2174,walking
140,41.14214101346732,-8.613394163295458,2627,2110,walking
141,41.14214101346732,-8.613394163295458,4915,3831,walking
142,41.14214101346732,-8.613394163295458,3124,2676,walking
143,41.14214101346732,-8.613394163295458,1971,1789,walking
144,41.14214101346732,-8.613394163295458,3207,2696,walking
145,41.14214101346732,-8.613394163295458,2870,2302,walking
146,41.14214101346732,-8.613394163295458,2898,2315,walking
147,41.14214101346732,-8.613394163295458,1162,1049,walking
148,41.14214101346732,-8.613394163295458,1265,1120,walking
149,41.14214101346732,-8.613394163295458,873,788,walking
150,41.14214101346732,-8.613394163295458,3852,3193,walking
151,41.14214101346732,-8.613394163295458,1109,1091,walking
152,41.14214101346732,-8.613394163295458,3301,2813,walking
153,41.141764839822955,-8.613161057563643,1614,1471,walking
154,41.141764839822955,-8.613161057563643,3277,2769,walking
155,41.141764839822955,-8.613161057563643,2174,1627,walking
156,41.141764839822955,-8.613161057563643,2671,2226,walking
157,41.141764839822955,-8.613161057563643,2673,2162,walking
158,41.141764839822955,-8.613161057563643,4961,3883,walking
159,41.141764839822955,-8.613161057563643,3170,2728,walking
160,41.141764839822955,-8.613161057563643,2017,1842,walking
161,41.141764839822955,-8.613161057563643,3253,2748,walking
162,41.141764839822955,-8.613161057563643,2916,2355,walking
163,41.141764839822955,-8.613161057563643,2944,2367,walking
164,41.141764839822955,-8.613161057563643,1208,1101,walking
165,41.141764839822955,-8.613161057563643,1311,1172,walking
166,41.141764839822955,-8.613161057563643,919,840,walking
167,41.141764839822955,-8.613161057563643,3899,3245,walking
168,41.141764839822955,-8.613161057563643,1155,1143,walking
169,41.141764839822955,-8.613161057563643,3347,2865,walking
0,41.1564238,-8.6249723,1996,643,bicycling
1,41.1564238,-8.6249723,2396,886,bicycling
2,41.1564238,-8.6249723,2002,537,bicycling
3,41.1564238,-8.6249723,831,268,bicycling
4,41.1564238,-8.6249723,4236,1081,bicycling
5,41.1564238,-8.6249723,3420,714,bicycling
6,41.1564238,-8.6249723,3262,1085,bicycling
7,41.1564238,-8.6249723,2375,909,bicycling
8,41.1564238,-8.6249723,2395,807,bicycling
9,41.1564238,-8.6249723,1917,471,bicycling
10,41.1564238,-8.6249723,4508,1177,bicycling
11,41.1564238,-8.6249723,2531,660,bicycling
12,41.1564238,-8.6249723,3129,867,bicycling
13,41.1564238,-8.6249723,2322,667,bicycling
14,41.1564238,-8.6249723,3810,1126,bicycling
15,41.1564238,-8.6249723,2043,606,bicycling
16,41.1564238,-8.6249723,3204,1019,bicycling
17,41.1427507,-8.6125743,2015,765,bicycling
18,41.1427507,-8.6125743,3756,1308,bicycling
19,41.1427507,-8.6125743,2734,587,bicycling
20,41.1427507,-8.6125743,3689,1075,bicycling
21,41.1427507,-8.6125743,2497,667,bicycling
22,41.1427507,-8.6125743,6681,1690,bicycling
23,41.1427507,-8.6125743,3301,1168,bicycling
24,41.1427507,-8.6125743,1973,988,bicycling
25,41.1427507,-8.6125743,3732,1300,bicycling
26,41.1427507,-8.6125743,4026,1113,bicycling
27,41.1427507,-8.6125743,2769,762,bicycling
28,41.1427507,-8.6125743,1252,475,bicycling
29,41.1427507,-8.6125743,1135,431,bicycling
30,41.1427507,-8.6125743,1056,403,bicycling
31,41.1427507,-8.6125743,3901,1340,bicycling
32,41.1427507,-8.6125743,1352,602,bicycling
33,41.1427507,-8.6125743,3295,1234,bicycling
34,41.150854229226546,-8.61149108574201,583,364,bicycling
35,41.150854229226546,-8.61149108574201,2201,890,bicycling
36,41.150854229226546,-8.61149108574201,2391,577,bicycling
37,41.150854229226546,-8.61149108574201,2301,701,bicycling
38,41.150854229226546,-8.61149108574201,2551,704,bicycling
39,41.150854229226546,-8.61149108574201,4890,1148,bicycling
40,41.150854229226546,-8.61149108574201,2658,1024,bicycling
41,41.150854229226546,-8.61149108574201,1294,748,bicycling
42,41.150854229226546,-8.61149108574201,2177,881,bicycling
43,41.150854229226546,-8.61149108574201,3051,718,bicycling
44,41.150854229226546,-8.61149108574201,2823,800,bicycling
45,41.150854229226546,-8.61149108574201,1059,284,bicycling
46,41.150854229226546,-8.61149108574201,1356,429,bicycling
47,41.150854229226546,-8.61149108574201,628,172,bicycling
48,41.150854229226546,-8.61149108574201,3222,1100,bicycling
49,41.150854229226546,-8.61149108574201,349,124,bicycling
50,41.150854229226546,-8.61149108574201,2616,994,bicycling
51,41.16082365636554,-8.712886583743412,14218,3208,bicycling
52,41.16082365636554,-8.712886583743412,13610,3142,bicycling
53,41.16082365636554,-8.712886583743412,12916,2594,bicycling
54,41.16082365636554,-8.712886583743412,11741,2542,bicycling
55,41.16082365636554,-8.712886583743412,17417,3680,bicycling
56,41.16082365636554,-8.712886583743412,10854,2259,bicycling
57,41.16082365636554,-8.712886583743412,15359,3584,bicycling
58,41.16082365636554,-8.712886583743412,15156,3417,bicycling
59,41.16082365636554,-8.712886583743412,14014,3229,bicycling
60,41.16082365636554,-8.712886583743412,11780,2611,bicycling
61,41.16082365636554,-8.712886583743412,17689,3776,bicycling
62,41.16082365636554,-8.712886583743412,16019,3492,bicycling
63,41.16082365636554,-8.712886583743412,16055,3444,bicycling
64,41.16082365636554,-8.712886583743412,15671,3376,bicycling
65,41.16082365636554,-8.712886583743412,15373,3432,bicycling
66,41.16082365636554,-8.712886583743412,14813,3398,bicycling
67,41.16082365636554,-8.712886583743412,15301,3518,bicycling
68,41.20441494400505,-8.713358515794797,14037,3172,bicycling
69,41.20441494400505,-8.713358515794797,13429,3106,bicycling
70,41.20441494400505,-8.713358515794797,12735,2559,bicycling
71,41.20441494400505,-8.713358515794797,11560,2506,bicycling
72,41.20441494400505,-8.713358515794797,17236,3644,bicycling
73,41.20441494400505,-8.713358515794797,10673,2223,bicycling
74,41.20441494400505,-8.713358515794797,15177,3548,bicycling
75,41.20441494400505,-8.713358515794797,14975,3381,bicycling
76,41.20441494400505,-8.713358515794797,13832,3193,bicycling
77,41.20441494400505,-8.713358515794797,11599,2575,bicycling
78,41.20441494400505,-8.713358515794797,17507,3740,bicycling
79,41.20441494400505,-8.713358515794797,15838,3456,bicycling
80,41.20441494400505,-8.713358515794797,15874,3409,bicycling
81,41.20441494400505,-8.713358515794797,15490,3340,bicycling
82,41.20441494400505,-8.713358515794797,15191,3396,bicycling
83,41.20441494400505,-8.713358515794797,14632,3362,bicycling
84,41.20441494400505,-8.713358515794797,15120,3483,bicycling
85,41.1404185646118,-8.613805075155247,2277,1060,bicycling
86,41.1404185646118,-8.613805075155247,4019,1603,bicycling
87,41.1404185646118,-8.613805075155247,2073,529,bicycling
88,41.1404185646118,-8.613805075155247,3809,1260,bicycling
89,41.1404185646118,-8.613805075155247,3029,943,bicycling
90,41.1404185646118,-8.613805075155247,6020,1632,bicycling
91,41.1404185646118,-8.613805075155247,3833,1456,bicycling
92,41.1404185646118,-8.613805075155247,2235,1283,bicycling
93,41.1404185646118,-8.613805075155247,3994,1594,bicycling
94,41.1404185646118,-8.613805075155247,3365,1056,bicycling
95,41.1404185646118,-8.613805075155247,3301,1039,bicycling
96,41.1404185646118,-8.613805075155247,1785,764,bicycling
97,41.1404185646118,-8.613805075155247,1668,707,bicycling
98,41.1404185646118,-8.613805075155247,1319,698,bicycling
99,41.1404185646118,-8.613805075155247,4163,1635,bicycling
100,41.1404185646118,-8.613805075155247,1622,865,bicycling
101,41.1404185646118,-8.613805075155247,3557,1528,bicycling
102,41.140582894587105,-8.614647448494276,2185,1032,bicycling
103,41.140582894587105,-8.614647448494276,3927,1575,bicycling
104,41.140582894587105,-8.614647448494276,2025,518,bicycling
105,41.140582894587105,-8.614647448494276,3761,1248,bicycling
106,41.140582894587105,-8.614647448494276,2969,929,bicycling
107,41.140582894587105,-8.614647448494276,5973,1621,bicycling
108,41.140582894587105,-8.614647448494276,3507,1532,bicycling
109,41.140582894587105,-8.614647448494276,2143,1255,bicycling
110,41.140582894587105,-8.614647448494276,3902,1567,bicycling
111,41.140582894587105,-8.614647448494276,3317,1044,bicycling
112,41.140582894587105,-8.614647448494276,3240,1025,bicycling
113,41.140582894587105,-8.614647448494276,1575,786,bicycling
114,41.140582894587105,-8.614647448494276,1607,694,bicycling
115,41.140582894587105,-8.614647448494276,1227,670,bicycling
116,41.140582894587105,-8.614647448494276,4071,1607,bicycling
117,41.140582894587105,-8.614647448494276,1530,837,bicycling
118,41.140582894587105,-8.614647448494276,3465,1501,bicycling
119,41.142145919582674,-8.61374925523519,2005,865,bicycling
120,41.142145919582674,-8.61374925523519,3746,1408,bicycling
121,41.142145919582674,-8.61374925523519,2240,513,bicycling
122,41.142145919582674,-8.61374925523519,3976,1244,bicycling
123,41.142145919582674,-8.61374925523519,2842,938,bicycling
124,41.142145919582674,-8.61374925523519,6187,1617,bicycling
125,41.142145919582674,-8.61374925523519,3327,1364,bicycling
126,41.142145919582674,-8.61374925523519,1963,1088,bicycling
127,41.142145919582674,-8.61374925523519,3722,1399,bicycling
128,41.142145919582674,-8.61374925523519,3532,1040,bicycling
129,41.142145919582674,-8.61374925523519,3113,1034,bicycling
130,41.142145919582674,-8.61374925523519,1394,619,bicycling
131,41.142145919582674,-8.61374925523519,1480,702,bicycling
132,41.142145919582674,-8.61374925523519,1046,503,bicycling
133,41.142145919582674,-8.61374925523519,3891,1440,bicycling
134,41.142145919582674,-8.61374925523519,1350,670,bicycling
135,41.142145919582674,-8.61374925523519,3284,1333,bicycling
136,41.14214101346732,-8.613394163295458,2032,875,bicycling
137,41.14214101346732,-8.613394163295458,3773,1419,bicycling
138,41.14214101346732,-8.613394163295458,2295,529,bicycling
139,41.14214101346732,-8.613394163295458,4032,1260,bicycling
140,41.14214101346732,-8.613394163295458,2869,949,bicycling
141,41.14214101346732,-8.613394163295458,6243,1632,bicycling
142,41.14214101346732,-8.613394163295458,3354,1375,bicycling
143,41.14214101346732,-8.613394163295458,1990,1098,bicycling
144,41.14214101346732,-8.613394163295458,3749,1410,bicycling
145,41.14214101346732,-8.613394163295458,3587,1056,bicycling
146,41.14214101346732,-8.613394163295458,3141,1044,bicycling
147,41.14214101346732,-8.613394163295458,1421,629,bicycling
148,41.14214101346732,-8.613394163295458,1507,713,bicycling
149,41.14214101346732,-8.613394163295458,1073,513,bicycling
150,41.14214101346732,-8.613394163295458,3918,1450,bicycling
151,41.14214101346732,-8.613394163295458,1377,681,bicycling
152,41.14214101346732,-8.613394163295458,3312,1344,bicycling
153,41.141764839822955,-8.613161057563643,2078,910,bicycling
154,41.141764839822955,-8.613161057563643,3819,1453,bicycling
155,41.141764839822955,-8.613161057563643,2156,499,bicycling
156,41.141764839822955,-8.613161057563643,3892,1230,bicycling
157,41.141764839822955,-8.613161057563643,2915,983,bicycling
158,41.141764839822955,-8.613161057563643,6103,1603,bicycling
159,41.141764839822955,-8.613161057563643,3400,1410,bicycling
160,41.141764839822955,-8.613161057563643,2036,1133,bicycling
161,41.141764839822955,-8.613161057563643,3795,1445,bicycling
162,41.141764839822955,-8.613161057563643,3448,1026,bicycling
163,41.141764839822955,-8.613161057563643,3187,1079,bicycling
164,41.141764839822955,-8.613161057563643,1467,664,bicycling
165,41.141764839822955,-8.613161057563643,1553,748,bicycling
166,41.141764839822955,-8.613161057563643,1119,548,bicycling
167,41.141764839822955,-8.613161057563643,3964,1485,bicycling
168,41.141764839822955,-8.613161057563643,1423,716,bicycling
169,41.141764839822955,-8.613161057563643,3358,1379,bicycling
0,41.1564238,-8.6249723,2202,365,driving
1,41.1564238,-8.6249723,2665,482,driving
2,41.1564238,-8.6249723,2544,478,driving
3,41.1564238,-8.6249723,1162,244,driving
4,41.1564238,-8.6249723,4059,753,driving
5,41.1564238,-8.6249723,3654,657,driving
6,41.1564238,-8.6249723,4115,689,driving
7,41.1564238,-8.6249723,3470,536,driving
8,41.1564238,-8.6249723,2640,476,driving
9,41.1564238,-8.6249723,2291,432,driving
10,41.1564238,-8.6249723,4287,805,driving
11,41.1564238,-8.6249723,2378,442,driving
12,41.1564238,-8.6249723,3751,767,driving
13,41.1564238,-8.6249723,2807,529,driving
14,41.1564238,-8.6249723,4584,719,driving
15,41.1564238,-8.6249723,1976,367,driving
16,41.1564238,-8.6249723,3629,654,driving
17,41.1427507,-8.6125743,2047,553,driving
18,41.1427507,-8.6125743,3788,832,driving
19,41.1427507,-8.6125743,2328,392,driving
20,41.1427507,-8.6125743,4065,770,driving
21,41.1427507,-8.6125743,2953,602,driving
22,41.1427507,-8.6125743,7804,908,driving
23,41.1427507,-8.6125743,3812,833,driving
24,41.1427507,-8.6125743,3167,680,driving
25,41.1427507,-8.6125743,3764,826,driving
26,41.1427507,-8.6125743,3620,618,driving
27,41.1427507,-8.6125743,3227,664,driving
28,41.1427507,-8.6125743,1306,389,driving
29,41.1427507,-8.6125743,1591,363,driving
30,41.1427507,-8.6125743,1088,311,driving
31,41.1427507,-8.6125743,4223,910,driving
32,41.1427507,-8.6125743,1856,524,driving
33,41.1427507,-8.6125743,3653,781,driving
34,41.150854229226546,-8.61149108574201,1780,382,driving
35,41.150854229226546,-8.61149108574201,3030,620,driving
36,41.150854229226546,-8.61149108574201,2391,558,driving
37,41.150854229226546,-8.61149108574201,2864,605,driving
38,41.150854229226546,-8.61149108574201,3637,769,driving
39,41.150854229226546,-8.61149108574201,7819,836,driving
40,41.150854229226546,-8.61149108574201,3693,705,driving
41,41.150854229226546,-8.61149108574201,3047,552,driving
42,41.150854229226546,-8.61149108574201,3054,577,driving
43,41.150854229226546,-8.61149108574201,3051,615,driving
44,41.150854229226546,-8.61149108574201,3865,821,driving
45,41.150854229226546,-8.61149108574201,1956,458,driving
46,41.150854229226546,-8.61149108574201,3329,783,driving
47,41.150854229226546,-8.61149108574201,2384,545,driving
48,41.150854229226546,-8.61149108574201,4162,735,driving
49,41.150854229226546,-8.61149108574201,349,93,driving
50,41.150854229226546,-8.61149108574201,3207,670,driving
51,41.16082365636554,-8.712886583743412,12975,1526,driving
52,41.16082365636554,-8.712886583743412,12641,1247,driving
53,41.16082365636554,-8.712886583743412,13181,1302,driving
54,41.16082365636554,-8.712886583743412,10758,1193,driving
55,41.16082365636554,-8.712886583743412,18594,1586,driving
56,41.16082365636554,-8.712886583743412,8991,1090,driving
57,41.16082365636554,-8.712886583743412,15286,1376,driving
58,41.16082365636554,-8.712886583743412,13345,1567,driving
59,41.16082365636554,-8.712886583743412,13273,1246,driving
60,41.16082365636554,-8.712886583743412,13059,1242,driving
61,41.16082365636554,-8.712886583743412,18452,1555,driving
62,41.16082365636554,-8.712886583743412,13685,1737,driving
63,41.16082365636554,-8.712886583743412,22341,1732,driving
64,41.16082365636554,-8.712886583743412,14113,1825,driving
65,41.16082365636554,-8.712886583743412,14434,1436,driving
66,41.16082365636554,-8.712886583743412,13283,1662,driving
67,41.16082365636554,-8.712886583743412,14282,1405,driving
68,41.20441494400505,-8.713358515794797,12981,1172,driving
69,41.20441494400505,-8.713358515794797,12647,894,driving
70,41.20441494400505,-8.713358515794797,13187,948,driving
71,41.20441494400505,-8.713358515794797,10764,839,driving
72,41.20441494400505,-8.713358515794797,18600,1232,driving
73,41.20441494400505,-8.713358515794797,8997,736,driving
74,41.20441494400505,-8.713358515794797,15292,1023,driving
75,41.20441494400505,-8.713358515794797,13351,1213,driving
76,41.20441494400505,-8.713358515794797,13279,892,driving
77,41.20441494400505,-8.713358515794797,13065,888,driving
78,41.20441494400505,-8.713358515794797,18458,1201,driving
79,41.20441494400505,-8.713358515794797,13691,1383,driving
80,41.20441494400505,-8.713358515794797,22347,1379,driving
81,41.20441494400505,-8.713358515794797,14119,1471,driving
82,41.20441494400505,-8.713358515794797,14440,1083,driving
83,41.20441494400505,-8.713358515794797,13289,1308,driving
84,41.20441494400505,-8.713358515794797,14288,1051,driving
85,41.1404185646118,-8.613805075155247,2501,716,driving
86,41.1404185646118,-8.613805075155247,4243,995,driving
87,41.1404185646118,-8.613805075155247,2092,330,driving
88,41.1404185646118,-8.613805075155247,3828,709,driving
89,41.1404185646118,-8.613805075155247,3408,765,driving
90,41.1404185646118,-8.613805075155247,7567,847,driving
91,41.1404185646118,-8.613805075155247,4267,996,driving
92,41.1404185646118,-8.613805075155247,3621,843,driving
93,41.1404185646118,-8.613805075155247,4219,989,driving
94,41.1404185646118,-8.613805075155247,3384,556,driving
95,41.1404185646118,-8.613805075155247,3682,827,driving
96,41.1404185646118,-8.613805075155247,1760,552,driving
97,41.1404185646118,-8.613805075155247,2046,526,driving
98,41.1404185646118,-8.613805075155247,1543,473,driving
99,41.1404185646118,-8.613805075155247,4677,1073,driving
100,41.1404185646118,-8.613805075155247,1785,525,driving
101,41.1404185646118,-8.613805075155247,4108,944,driving
102,41.140582894587105,-8.614647448494276,2419,685,driving
103,41.140582894587105,-8.614647448494276,4160,964,driving
104,41.140582894587105,-8.614647448494276,2009,299,driving
105,41.140582894587105,-8.614647448494276,3746,678,driving
106,41.140582894587105,-8.614647448494276,3325,734,driving
107,41.140582894587105,-8.614647448494276,7485,816,driving
108,41.140582894587105,-8.614647448494276,4184,965,driving
109,41.140582894587105,-8.614647448494276,3539,812,driving
110,41.140582894587105,-8.614647448494276,4136,958,driving
111,41.140582894587105,-8.614647448494276,3301,525,driving
112,41.140582894587105,-8.614647448494276,3599,796,driving
113,41.140582894587105,-8.614647448494276,1678,521,driving
114,41.140582894587105,-8.614647448494276,1963,495,driving
115,41.140582894587105,-8.614647448494276,1460,442,driving
116,41.140582894587105,-8.614647448494276,4595,1042,driving
117,41.140582894587105,-8.614647448494276,1702,494,driving
118,41.140582894587105,-8.614647448494276,4025,913,driving
119,41.142145919582674,-8.61374925523519,2005,523,driving
120,41.142145919582674,-8.61374925523519,3746,801,driving
121,41.142145919582674,-8.61374925523519,2258,364,driving
122,41.142145919582674,-8.61374925523519,3994,742,driving
123,41.142145919582674,-8.61374925523519,2911,571,driving
124,41.142145919582674,-8.61374925523519,7733,880,driving
125,41.142145919582674,-8.61374925523519,3770,802,driving
126,41.142145919582674,-8.61374925523519,3125,649,driving
127,41.142145919582674,-8.61374925523519,3722,796,driving
128,41.142145919582674,-8.61374925523519,3550,589,driving
129,41.142145919582674,-8.61374925523519,3185,634,driving
130,41.142145919582674,-8.61374925523519,1264,358,driving
131,41.142145919582674,-8.61374925523519,1549,332,driving
132,41.142145919582674,-8.61374925523519,1046,280,driving
133,41.142145919582674,-8.61374925523519,4181,879,driving
134,41.142145919582674,-8.61374925523519,1786,496,driving
135,41.142145919582674,-8.61374925523519,3611,750,driving
136,41.14214101346732,-8.613394163295458,2032,539,driving
137,41.14214101346732,-8.613394163295458,3773,817,driving
138,41.14214101346732,-8.613394163295458,2314,377,driving
139,41.14214101346732,-8.613394163295458,4050,755,driving
140,41.14214101346732,-8.613394163295458,2938,587,driving
141,41.14214101346732,-8.613394163295458,7789,894,driving
142,41.14214101346732,-8.613394163295458,3797,818,driving
143,41.14214101346732,-8.613394163295458,3152,665,driving
144,41.14214101346732,-8.613394163295458,3749,812,driving
145,41.14214101346732,-8.613394163295458,3605,603,driving
146,41.14214101346732,-8.613394163295458,3212,650,driving
147,41.14214101346732,-8.613394163295458,1291,374,driving
148,41.14214101346732,-8.613394163295458,1576,348,driving
149,41.14214101346732,-8.613394163295458,1073,296,driving
150,41.14214101346732,-8.613394163295458,4208,895,driving
151,41.14214101346732,-8.613394163295458,1842,510,driving
152,41.14214101346732,-8.613394163295458,3638,766,driving
153,41.141764839822955,-8.613161057563643,2078,551,driving
154,41.141764839822955,-8.613161057563643,3819,830,driving
155,41.141764839822955,-8.613161057563643,2360,390,driving
156,41.141764839822955,-8.613161057563643,4096,768,driving
157,41.141764839822955,-8.613161057563643,2984,600,driving
158,41.141764839822955,-8.613161057563643,7835,906,driving
159,41.141764839822955,-8.613161057563643,3843,831,driving
160,41.141764839822955,-8.613161057563643,3198,678,driving
161,41.141764839822955,-8.613161057563643,3795,824,driving
162,41.141764839822955,-8.613161057563643,3651,616,driving
163,41.141764839822955,-8.613161057563643,3258,662,driving
164,41.141764839822955,-8.613161057563643,1337,387,driving
165,41.141764839822955,-8.613161057563643,1622,361,driving
166,41.141764839822955,-8.613161057563643,1119,309,driving
