,house_lat,house_long,distance (m),duration (s),travel_mode
29,41.150854229226546,-8.61149108574201,1489,425,bicycling
30,41.16082365636554,-8.712886583743412,12315,2708,bicycling
31,41.16082365636554,-8.712886583743412,14917,3112,bicycling
32,41.16082365636554,-8.712886583743412,13915,3060,bicycling
33,41.16082365636554,-8.712886583743412,0,0,bicycling
34,41.16082365636554,-8.712886583743412,4053,780,bicycling
35,41.16082365636554,-8.712886583743412,14551,2768,bicycling
36,41.16082365636554,-8.712886583743412,14504,2771,bicycling
37,41.16082365636554,-8.712886583743412,14662,2889,bicycling
38,41.16082365636554,-8.712886583743412,14680,2884,bicycling
39,41.16082365636554,-8.712886583743412,14634,2850,bicycling
40,41.20441494400505,-8.713358515794797,12134,2672,bicycling
41,41.20441494400505,-8.713358515794797,14736,3077,bicycling
42,41.20441494400505,-8.713358515794797,13734,3024,bicycling
43,41.20441494400505,-8.713358515794797,4305,848,bicycling
44,41.20441494400505,-8.713358515794797,0,0,bicycling
45,41.20441494400505,-8.713358515794797,14370,2732,bicycling
46,41.20441494400505,-8.713358515794797,14322,2736,bicycling
47,41.20441494400505,-8.713358515794797,14481,2853,bicycling
48,41.20441494400505,-8.713358515794797,14499,2849,bicycling
49,41.20441494400505,-8.713358515794797,14452,2814,bicycling
50,41.1404185646118,-8.613805075155247,4067,1326,bicycling
51,41.1404185646118,-8.613805075155247,598,434,bicycling
52,41.1404185646118,-8.613805075155247,1727,863,bicycling
53,41.1404185646118,-8.613805075155247,14588,2923,bicycling
54,41.1404185646118,-8.613805075155247,14546,2892,bicycling
55,41.1404185646118,-8.613805075155247,0,0,bicycling
56,41.1404185646118,-8.613805075155247,92,28,bicycling
57,41.1404185646118,-8.613805075155247,343,211,bicycling
58,41.1404185646118,-8.613805075155247,361,206,bicycling
59,41.1404185646118,-8.613805075155247,315,171,bicycling
60,41.140582894587105,-8.614647448494276,4020,1314,bicycling
61,41.140582894587105,-8.614647448494276,506,407,bicycling
62,41.140582894587105,-8.614647448494276,1635,836,bicycling
63,41.140582894587105,-8.614647448494276,14540,2911,bicycling
