,house_lat,house_long,distance (m),duration (s),travel_mode
0,41.1564238,-8.6249723,4555,3538,walking
1,41.1564238,-8.6249723,2173,1650,walking
2,41.1564238,-8.6249723,1884,1431,walking
3,41.1564238,-8.6249723,2292,1752,walking
4,41.1564238,-8.6249723,4186,3250,walking
5,41.1564238,-8.6249723,4244,3269,walking
6,41.1427507,-8.6125743,4641,3666,walking
7,41.1427507,-8.6125743,790,699,walking
8,41.1427507,-8.6125743,1044,928,walking
9,41.1427507,-8.6125743,832,707,walking
10,41.1427507,-8.6125743,2804,2137,walking
11,41.1427507,-8.6125743,2843,2194,walking
12,41.150854229226546,-8.61149108574201,3773,2964,walking
13,41.150854229226546,-8.61149108574201,481,342,walking
14,41.150854229226546,-8.61149108574201,302,251,walking
15,41.150854229226546,-8.61149108574201,520,375,walking
16,41.150854229226546,-8.61149108574201,2577,1993,walking
17,41.150854229226546,-8.61149108574201,2634,2012,walking
18,41.16082365636554,-8.712886583743412,13924,10777,walking
19,41.16082365636554,-8.712886583743412,12417,9595,walking
20,41.16082365636554,-8.712886583743412,12363,9493,walking
21,41.16082365636554,-8.712886583743412,12770,9814,walking
22,41.16082365636554,-8.712886583743412,14665,11312,walking
23,41.16082365636554,-8.712886583743412,14561,11223,walking
24,41.20441494400505,-8.713358515794797,13613,10514,walking
25,41.20441494400505,-8.713358515794797,12106,9332,walking
26,41.20441494400505,-8.713358515794797,12051,9230,walking
27,41.20441494400505,-8.713358515794797,12459,9551,walking
28,41.20441494400505,-8.713358515794797,14354,11049,walking
29,41.20441494400505,-8.713358515794797,14250,10960,walking
30,41.1404185646118,-8.613805075155247,4981,4063,walking
31,41.1404185646118,-8.613805075155247,998,958,walking
32,41.1404185646118,-8.613805075155247,1251,1187,walking
33,41.1404185646118,-8.613805075155247,1140,1036,walking
34,41.1404185646118,-8.613805075155247,3214,2565,walking
35,41.1404185646118,-8.613805075155247,3252,2621,walking
36,41.140582894587105,-8.614647448494276,4889,3991,walking
37,41.140582894587105,-8.614647448494276,906,886,walking
38,41.140582894587105,-8.614647448494276,1159,1115,walking
39,41.140582894587105,-8.614647448494276,1048,965,walking
40,41.140582894587105,-8.614647448494276,3153,2520,walking
41,41.140582894587105,-8.614647448494276,3192,2576,walking
42,41.142145919582674,-8.61374925523519,4716,3824,walking
43,41.142145919582674,-8.61374925523519,732,719,walking
44,41.142145919582674,-8.61374925523519,986,948,walking
45,41.142145919582674,-8.61374925523519,875,798,walking
46,41.142145919582674,-8.61374925523519,3062,2448,walking
47,41.142145919582674,-8.61374925523519,3100,2505,walking
48,41.14214101346732,-8.613394163295458,4743,3851,walking
49,41.14214101346732,-8.613394163295458,726,744,walking
50,41.14214101346732,-8.613394163295458,980,973,walking
51,41.14214101346732,-8.613394163295458,902,825,walking
52,41.14214101346732,-8.613394163295458,3003,2385,walking
53,41.14214101346732,-8.613394163295458,3042,2442,walking
54,41.141764839822955,-8.613161057563643,4789,3904,walking
55,41.141764839822955,-8.613161057563643,772,797,walking
56,41.141764839822955,-8.613161057563643,1026,1025,walking
57,41.141764839822955,-8.613161057563643,948,877,walking
58,41.141764839822955,-8.613161057563643,3049,2438,walking
59,41.141764839822955,-8.613161057563643,3088,2494,walking
0,41.1564238,-8.6249723,4646,1244,bicycling
1,41.1564238,-8.6249723,2256,622,bicycling
2,41.1564238,-8.6249723,1997,586,bicycling
3,41.1564238,-8.6249723,2366,656,bicycling
4,41.1564238,-8.6249723,4612,1119,bicycling
5,41.1564238,-8.6249723,4752,1164,bicycling
6,41.1427507,-8.6125743,4736,1458,bicycling
7,41.1427507,-8.6125743,883,448,bicycling
8,41.1427507,-8.6125743,1306,582,bicycling
9,41.1427507,-8.6125743,885,370,bicycling
10,41.1427507,-8.6125743,2874,705,bicycling
11,41.1427507,-8.6125743,3013,750,bicycling
12,41.150854229226546,-8.61149108574201,4057,1218,bicycling
13,41.150854229226546,-8.61149108574201,562,140,bicycling
14,41.150854229226546,-8.61149108574201,302,104,bicycling
15,41.150854229226546,-8.61149108574201,673,161,bicycling
16,41.150854229226546,-8.61149108574201,2927,742,bicycling
17,41.150854229226546,-8.61149108574201,3067,787,bicycling
