,house_lat,house_long,distance (m),duration (s),travel_mode
0,41.1564238,-8.6249723,2676,2081,walking
1,41.1564238,-8.6249723,2474,1779,walking
2,41.1564238,-8.6249723,1545,1169,walking
3,41.1564238,-8.6249723,1852,1328,walking
4,41.1427507,-8.6125743,632,552,walking
5,41.1427507,-8.6125743,3177,2316,walking
6,41.1427507,-8.6125743,1374,1128,walking
7,41.1427507,-8.6125743,2555,1865,walking
8,41.150854229226546,-8.61149108574201,931,733,walking
9,41.150854229226546,-8.61149108574201,3208,2273,walking
10,41.150854229226546,-8.61149108574201,1416,1013,walking
11,41.150854229226546,-8.61149108574201,2586,1822,walking
12,41.16082365636554,-8.712886583743412,13155,10143,walking
13,41.16082365636554,-8.712886583743412,9839,7490,walking
14,41.16082365636554,-8.712886583743412,11630,8917,walking
15,41.16082365636554,-8.712886583743412,10460,7938,walking
16,41.20441494400505,-8.713358515794797,12843,9880,walking
17,41.20441494400505,-8.713358515794797,9528,7227,walking
18,41.20441494400505,-8.713358515794797,11319,8654,walking
19,41.20441494400505,-8.713358515794797,10149,7676,walking
20,41.1404185646118,-8.613805075155247,1115,1069,walking
21,41.1404185646118,-8.613805075155247,2863,2077,walking
22,41.1404185646118,-8.613805075155247,1364,1121,walking
23,41.1404185646118,-8.613805075155247,2241,1626,walking
24,41.140582894587105,-8.614647448494276,1023,997,walking
25,41.140582894587105,-8.614647448494276,2815,2035,walking
26,41.140582894587105,-8.614647448494276,1317,1080,walking
27,41.140582894587105,-8.614647448494276,2193,1584,walking
28,41.142145919582674,-8.61374925523519,849,830,walking
29,41.142145919582674,-8.61374925523519,2968,2138,walking
30,41.142145919582674,-8.61374925523519,1255,1029,walking
31,41.142145919582674,-8.61374925523519,2346,1687,walking
32,41.14214101346732,-8.613394163295458,831,806,walking
33,41.14214101346732,-8.613394163295458,2992,2168,walking
34,41.14214101346732,-8.613394163295458,1282,1058,walking
35,41.14214101346732,-8.613394163295458,2370,1717,walking
36,41.141764839822955,-8.613161057563643,877,859,walking
37,41.141764839822955,-8.613161057563643,2945,2131,walking
38,41.141764839822955,-8.613161057563643,1329,1111,walking
39,41.141764839822955,-8.613161057563643,2324,1680,walking
0,41.1564238,-8.6249723,3212,849,bicycling
1,41.1564238,-8.6249723,3230,772,bicycling
2,41.1564238,-8.6249723,2077,481,bicycling
3,41.1564238,-8.6249723,2608,662,bicycling
4,41.1427507,-8.6125743,632,327,bicycling
5,41.1427507,-8.6125743,3519,656,bicycling
6,41.1427507,-8.6125743,2604,675,bicycling
7,41.1427507,-8.6125743,2897,547,bicycling
8,41.150854229226546,-8.61149108574201,1439,410,bicycling
9,41.150854229226546,-8.61149108574201,4225,797,bicycling
10,41.150854229226546,-8.61149108574201,1626,394,bicycling
