house_id,lat,long
1,41.141155165212076,-8.612230739703959
2,41.141802519036766,-8.613082152996084
3,41.14085422922655,-8.61149108574201
4,41.140823656365534,-8.612886583743412
5,41.140441494400505,-8.613358515794797
6,41.1404185646118,-8.613805075155247
7,41.140582894587105,-8.614647448494276
8,41.142145919582674,-8.61374925523519
9,41.14214101346732,-8.613394163295458
10,41.141764839822955,-8.613161057563643
